modelyear,maker,model,vehicleclass,enginesize,cylinders,transmission,fueltype,fuelconsumption_city,fuelconsumption_hwy,fuelconsumption_comb,fuelconsumption_comb_mpg,co2emissions
2014,chevrolet,traverse awd,suv - standard,3.6,6,a6,x,14.6,10.2,12.6,22,290
2014,chevrolet,trax,suv - small,1.4,4,as6,x,9.4,7.1,8.4,34,193
2014,chevrolet,trax,suv - small,1.4,4,m6,x,9.1,6.8,8.1,35,186
2014,chevrolet,trax awd,suv - small,1.4,4,as6,x,10.0,7.8,9.0,31,207
2014,chrysler,300,full-size,3.6,6,a8,x,12.4,7.7,10.3,27,237
2014,chrysler,200 convertible,compact,2.4,4,a4,x,11.7,8.2,10.1,28,232
2014,chrysler,200 convertible,compact,2.4,4,a6,x,12.9,8.1,10.7,26,246
2014,chrysler,200 convertible ffv,compact,3.6,6,a6,x,12.5,8.1,10.5,27,242
2014,chrysler,200 convertible ffv,compact,3.6,6,a6,e,17.0,11.2,14.4,20,230
2014,chrysler,200 sedan,mid-size,2.4,4,a4,x,11.2,8.0,9.8,29,225
2014,chrysler,200 sedan,mid-size,2.4,4,a6,x,12.0,7.6,10.0,28,230
2014,chrysler,200 sedan ffv,mid-size,3.6,6,a6,x,12.5,8.1,10.5,27,242
2014,chrysler,200 sedan ffv,mid-size,3.6,6,a6,e,17.0,11.2,14.4,20,230
2014,chrysler,300 (mds),full-size,5.7,8,a5,x,15.8,9.2,12.8,22,294
2014,chrysler,300 awd,full-size,3.6,6,a8,x,12.8,8.6,10.9,26,251
2014,chrysler,300 awd (mds),full-size,5.7,8,a5,x,16.1,10.0,13.4,21,308
2014,chrysler,300 awd ffv,full-size,3.6,6,a8,x,12.8,8.6,10.9,26,251
2014,chrysler,300 awd ffv,full-size,3.6,6,a8,e,17.3,11.7,14.8,19,237
2014,chrysler,300 ffv,full-size,3.6,6,a8,x,12.4,7.7,10.3,27,237
2014,chrysler,300 ffv,full-size,3.6,6,a8,e,16.8,10.3,13.9,20,222
2014,chrysler,300 srt (mds),full-size,6.4,8,a5,z,16.7,10.3,13.8,20,317
2014,chrysler,town & country ffv,minivan,3.6,6,a6,x,14.1,9.5,12.0,24,276
2014,chrysler,town & country ffv,minivan,3.6,6,a6,e,19.7,13.3,16.8,17,269
2014,dodge,avenger,mid-size,2.4,4,a4,x,11.2,8.0,9.8,29,225
2014,dodge,avenger,mid-size,2.4,4,a6,x,12.0,7.6,10.0,28,230
2014,dodge,avenger ffv,mid-size,3.6,6,a6,x,12.5,8.1,10.5,27,242
2014,dodge,avenger ffv,mid-size,3.6,6,a6,e,17.0,11.2,14.4,20,230
2014,dodge,challenger,mid-size,3.6,6,a5,x,13.2,8.7,11.2,25,258
2014,dodge,challenger,mid-size,5.7,8,m6,x,15.6,10.0,13.1,22,301
2014,dodge,challenger (mds),mid-size,5.7,8,a5,x,15.8,9.2,12.8,22,294
2014,dodge,challenger srt,mid-size,6.4,8,m6,z,16.8,10.4,13.9,20,320
2014,dodge,challenger srt (mds),mid-size,6.4,8,a5,z,16.7,10.3,13.8,20,317
2014,dodge,charger,full-size,3.6,6,a5,x,13.2,8.7,11.2,25,258
2014,dodge,charger,full-size,3.6,6,a8,x,12.4,7.7,10.3,27,237
2014,dodge,charger (mds),full-size,5.7,8,a5,x,15.8,9.2,12.8,22,294
2014,dodge,charger awd,full-size,3.6,6,a8,x,12.8,8.6,10.9,26,251
2014,dodge,charger awd (mds),full-size,5.7,8,a5,x,16.1,10.0,13.4,21,308
2014,dodge,charger awd ffv,full-size,3.6,6,a8,x,12.8,8.6,10.9,26,251
2014,dodge,charger awd ffv,full-size,3.6,6,a8,e,17.3,11.7,14.8,19,237
2014,dodge,charger ffv,full-size,3.6,6,a5,x,13.2,8.7,11.2,25,258
2014,dodge,charger ffv,full-size,3.6,6,a5,e,18.3,12.6,15.7,18,251
2014,dodge,charger ffv,full-size,3.6,6,a8,x,12.3,7.6,10.2,28,235
2014,dodge,charger ffv,full-size,3.6,6,a8,e,16.8,10.3,13.9,20,222
2014,dodge,charger srt (mds),full-size,6.4,8,a5,z,16.7,10.3,13.8,20,317
2014,dodge,dart,mid-size,2.0,4,m6,x,9.4,6.5,8.1,35,186
2014,dodge,dart,mid-size,2.4,4,a6,x,10.1,6.8,8.6,33,198
2014,dodge,dart,mid-size,2.4,4,m6,x,10.5,6.7,8.8,32,202
2014,dodge,dart ffv,mid-size,2.0,4,a6,x,9.9,7.0,8.6,33,198
2014,dodge,dart ffv,mid-size,2.0,4,a6,e,14.2,9.8,12.2,23,195
2014,dodge,dart gt,mid-size,2.4,4,a6,x,10.6,7.5,9.2,31,212
2014,dodge,dart gt,mid-size,2.4,4,m6,x,10.2,7.0,8.8,32,202
2014,dodge,dart turbo aero,mid-size,1.4,4,am6,x,8.4,5.9,7.3,39,168
2014,dodge,dart turbo aero,mid-size,1.4,4,m6,x,8.5,5.8,7.3,39,168
2014,dodge,durango awd (mds),suv - standard,5.7,8,a8,x,17.3,10.8,14.4,20,331
2014,dodge,durango awd ffv,suv - standard,3.6,6,a8,x,13.9,9.8,12.1,23,278
2014,dodge,durango awd ffv,suv - standard,3.6,6,a8,e,17.7,13.0,15.6,18,250
2014,dodge,grand caravan ffv,minivan,3.6,6,a6,x,13.7,9.4,11.8,24,271
2014,dodge,grand caravan ffv,minivan,3.6,6,a6,e,19.2,13.1,16.5,17,264
2014,dodge,journey,suv - small,2.4,4,a4,x,12.7,9.1,11.1,25,255
2014,dodge,journey awd,suv - small,3.6,6,a6,x,14.5,9.9,12.4,23,285
2014,dodge,journey ffv,suv - small,3.6,6,a6,x,14.2,9.4,12.0,24,276
2014,dodge,journey ffv,suv - small,3.6,6,a6,e,18.9,12.9,16.2,17,259
2014,fiat,500 abarth cabrio,minicompact,1.4,4,m5,x,8.5,6.9,7.8,36,179
2014,fiat,500 abarth hatchback,minicompact,1.4,4,m5,x,8.5,6.9,7.8,36,179
2014,fiat,500 cabrio,minicompact,1.4,4,a6,x,8.7,6.9,7.9,36,182
2014,fiat,500 cabrio,minicompact,1.4,4,m5,x,7.9,6.3,7.2,39,166
2014,fiat,500 cabrio turbo,minicompact,1.4,4,m5,x,8.5,6.9,7.8,36,179
2014,fiat,500 hatchback,minicompact,1.4,4,a6,x,8.7,6.9,7.9,36,182
2014,fiat,500 hatchback,minicompact,1.4,4,m5,x,7.6,5.9,6.8,42,156
2014,fiat,500 hatchback turbo,minicompact,1.4,4,m5,x,8.5,6.9,7.8,36,179
2014,fiat,500l turbo,station wagon - small,1.4,4,am6,x,10.0,7.2,8.7,32,200
2014,fiat,500l turbo,station wagon - small,1.4,4,m6,x,9.3,7.2,8.4,34,193
2014,ford,c-max hybrid,full-size,2.0,4,av,x,5.6,6.4,6.0,47,138
2014,ford,e150 van ffv,van - cargo,4.6,8,a4,x,17.7,14.4,16.2,17,373
2014,ford,e150 van ffv,van - cargo,4.6,8,a4,e,24.1,19.2,21.9,13,350
2014,ford,e150 van ffv,van - cargo,5.4,8,a4,x,19.3,14.7,17.2,16,396
2014,ford,e150 van ffv,van - cargo,5.4,8,a4,e,24.9,19.6,22.5,13,360
2014,ford,e150 wagon ffv,van - passenger,4.6,8,a4,x,18.6,14.6,16.8,17,386
2014,ford,e150 wagon ffv,van - passenger,4.6,8,a4,e,25.5,20.0,23.0,12,368
2014,ford,e350 wagon,van - passenger,6.8,10,a5,x,23.9,17.8,21.2,13,488
2014,ford,e350 wagon ffv,van - passenger,5.4,8,a4,x,20.6,15.5,18.3,15,421
2014,ford,e350 wagon ffv,van - passenger,5.4,8,a4,e,26.7,20.5,23.9,12,382
2014,ford,edge,suv - small,2.0,4,a6,x,11.3,7.9,9.8,29,225
2014,ford,edge,suv - small,3.5,6,as6,x,12.6,8.7,10.8,26,248
2014,ford,edge awd,suv - small,3.5,6,as6,x,13.3,9.3,11.5,25,264
2014,ford,edge awd,suv - small,3.7,6,as6,x,13.7,10.4,12.2,23,281
2014,ford,escape,suv - small,1.6,4,as6,x,10.4,7.4,9.1,31,209
2014,ford,escape,suv - small,2.0,4,as6,x,10.9,8.0,9.6,29,221
2014,ford,escape,suv - small,2.5,4,as6,x,10.9,7.5,9.4,30,216
2014,ford,escape awd,suv - small,1.6,4,as6,x,10.5,7.9,9.3,30,214
2014,ford,escape awd,suv - small,2.0,4,as6,x,11.2,8.5,10.0,28,230
2014,ford,expedition 4x4 ffv,suv - standard,5.4,8,a6,x,18.2,13.3,16.0,18,368
2014,ford,expedition 4x4 ffv,suv - standard,5.4,8,a6,e,24.5,18.0,21.6,13,346
2014,ford,explorer,suv - standard,2.0,4,a6,x,11.8,8.3,10.2,28,235
2014,ford,explorer awd,suv - standard,3.5,6,as6,x,14.8,10.7,13.0,22,299
2014,ford,explorer ffv,suv - standard,3.5,6,as6,x,13.7,9.7,11.9,24,274
2014,ford,explorer ffv,suv - standard,3.5,6,as6,e,18.3,12.9,15.9,18,254
2014,ford,explorer ffv awd,suv - standard,3.5,6,as6,x,14.3,10.3,12.5,23,288
2014,ford,explorer ffv awd,suv - standard,3.5,6,as6,e,18.9,13.9,16.7,17,267
2014,ford,f150,pickup truck - standard,3.5,6,a6,x,14.5,10.6,12.7,22,292
2014,ford,f150,pickup truck - standard,3.5,6,as6,x,14.6,10.6,12.8,22,294
2014,ford,f150,pickup truck - standard,6.2,8,as6,x,18.3,12.9,15.9,18,366
2014,ford,f150 4x4,pickup truck - standard,3.5,6,a6,x,15.9,11.3,13.8,20,317
2014,ford,f150 4x4,pickup truck - standard,3.5,6,as6,x,15.4,11.0,13.4,21,308
2014,ford,f150 4x4,pickup truck - standard,6.2,8,as6,x,20.1,14.4,17.5,16,402
2014,ford,f150 ffv,pickup truck - standard,3.7,6,a6,x,14.0,10.3,12.3,23,283
2014,ford,f150 ffv,pickup truck - standard,3.7,6,a6,e,18.8,13.7,16.5,17,264
2014,ford,f150 ffv,pickup truck - standard,3.7,6,as6,x,14.0,10.3,12.3,23,283
2014,ford,f150 ffv,pickup truck - standard,3.7,6,as6,e,18.8,13.7,16.5,17,264
2014,ford,f150 ffv,pickup truck - standard,5.0,8,a6,x,16.4,12.3,14.6,19,336
2014,ford,f150 ffv,pickup truck - standard,5.0,8,a6,e,22.1,16.7,19.7,14,315
2014,ford,f150 ffv,pickup truck - standard,5.0,8,as6,x,16.4,12.3,14.6,19,336
2014,ford,f150 ffv,pickup truck - standard,5.0,8,as6,e,22.1,16.7,19.7,14,315
2014,ford,f150 ffv 4x4,pickup truck - standard,3.7,6,a6,x,15.0,11.4,13.4,21,308
2014,ford,f150 ffv 4x4,pickup truck - standard,3.7,6,a6,e,20.2,15.3,18.0,16,288
2014,ford,f150 ffv 4x4,pickup truck - standard,3.7,6,as6,x,15.0,11.4,13.4,21,308
2014,ford,f150 ffv 4x4,pickup truck - standard,3.7,6,as6,e,20.2,15.3,18.0,16,288
2014,ford,f150 ffv 4x4,pickup truck - standard,5.0,8,a6,x,16.8,12.6,14.9,19,343
2014,ford,f150 ffv 4x4,pickup truck - standard,5.0,8,a6,e,22.4,17.0,20.0,14,320
2014,ford,f150 ffv 4x4,pickup truck - standard,5.0,8,as6,x,16.7,12.5,14.8,19,340
2014,ford,f150 ffv 4x4,pickup truck - standard,5.0,8,as6,e,22.4,16.9,19.9,14,318
2014,ford,f150 raptor 4x4,pickup truck - standard,6.2,8,as6,x,20.4,15.0,18.0,16,414
2014,ford,fiesta,subcompact,1.6,4,as6,x,8.5,6.5,7.6,37,175
2014,ford,fiesta,subcompact,1.6,4,m5,x,8.6,6.4,7.6,37,175
2014,ford,fiesta sfe,subcompact,1.0,4,m5,x,7.5,5.5,6.6,43,152
2014,ford,fiesta sfe,subcompact,1.6,4,as6,x,8.0,5.8,7.0,40,161
2014,ford,fiesta st,compact,1.6,4,m6,x,8.9,6.8,8.0,35,184
2014,ford,flex,suv - standard,3.5,6,as6,x,13.2,9.4,11.5,25,264
2014,ford,flex awd,suv - standard,3.5,6,as6,x,13.7,10.2,12.1,23,278
2014,ford,flex awd (ecoboost),suv - standard,3.5,6,as6,x,14.8,10.4,12.8,22,294
2014,ford,focus,compact,2.0,4,m6,x,10.2,7.4,8.9,32,205
2014,ford,focus ffv,compact,2.0,4,a6,x,8.8,6.4,7.7,37,177
2014,ford,focus ffv,compact,2.0,4,a6,e,11.7,8.5,10.3,27,165
2014,ford,focus ffv,compact,2.0,4,as6,x,8.9,6.4,7.8,36,179
2014,ford,focus ffv,compact,2.0,4,as6,e,11.7,8.5,10.3,27,165
2014,ford,focus ffv,compact,2.0,4,m5,x,9.1,6.6,8.0,35,184
2014,ford,focus ffv,compact,2.0,4,m5,e,11.9,8.9,10.6,27,170
2014,ford,focus sfe ffv,compact,2.0,4,a6,x,8.4,5.8,7.2,39,166
2014,ford,focus sfe ffv,compact,2.0,4,a6,e,11.6,8.3,10.1,28,162
2014,ford,fusion,mid-size,1.5,4,as6,x,10.1,6.6,8.5,33,196
2014,ford,fusion,mid-size,1.6,4,m6,x,9.4,6.4,8.1,35,186
2014,ford,fusion,mid-size,2.0,4,as6,x,10.5,7.1,9.0,31,207
2014,ford,fusion,mid-size,2.5,4,as6,x,10.5,7.0,8.9,32,205
2014,ford,fusion (start/stop),mid-size,1.5,4,as6,x,9.5,6.3,8.1,35,186
2014,ford,fusion awd,mid-size,2.0,4,as6,x,10.9,7.5,9.4,30,216
2014,ford,fusion hybrid,mid-size,2.0,4,av,x,5.3,5.7,5.5,51,126
2014,ford,mustang,subcompact,3.7,6,a6,x,12.1,7.8,10.2,28,235
2014,ford,mustang,subcompact,3.7,6,m6,x,12.7,8.1,10.6,27,244
2014,ford,mustang,subcompact,5.0,8,a6,x,13.3,9.3,11.5,25,264
2014,ford,mustang,subcompact,5.0,8,m6,x,15.4,9.4,12.7,22,292
2014,ford,mustang,subcompact,5.8,8,m6,z,15.9,9.9,13.2,21,304
2014,ford,mustang convertible,subcompact,3.7,6,a6,x,12.5,8.2,10.6,27,244
2014,ford,taurus,full-size,2.0,4,as6,x,10.5,7.3,9.1,31,209
2014,ford,taurus awd,full-size,3.5,6,as6,x,13.7,9.4,11.8,24,271
2014,ford,taurus ffv,full-size,3.5,6,as6,x,12.1,8.1,10.3,27,237
2014,ford,taurus ffv,full-size,3.5,6,as6,e,17.0,11.1,14.3,20,229
2014,ford,taurus ffv awd,full-size,3.5,6,as6,x,13.0,9.1,11.2,25,258
2014,ford,taurus ffv awd,full-size,3.5,6,as6,e,18.4,12.5,15.7,18,251
2014,ford,transit connect,special purpose vehicle,1.6,4,as6,x,10.8,8.0,9.5,30,218
2014,ford,transit connect,special purpose vehicle,2.5,4,as6,x,11.3,8.2,9.9,29,228
2014,ford,transit connect taxi,special purpose vehicle,1.6,4,as6,x,11.5,8.3,10.1,28,232
2014,ford,transit connect wagon,special purpose vehicle,2.5,4,as6,x,11.9,8.5,10.4,27,239
2014,gmc,acadia,suv - standard,3.6,6,a6,x,14.3,9.9,12.3,23,283
2014,gmc,acadia awd,suv - standard,3.6,6,a6,x,14.9,10.4,12.9,22,297
2014,gmc,savana 1500 cargo,van - cargo,4.3,6,a4,x,17.1,12.7,15.1,19,347
2014,gmc,savana 1500 cargo,van - cargo,5.3,8,a4,x,18.0,13.4,15.9,18,366
2014,gmc,savana 1500 cargo,van - cargo,5.3,8,a4,e,23.5,17.7,20.9,14,334
2014,gmc,savana 1500 cargo awd,van - cargo,5.3,8,a4,x,18.3,14.2,16.5,17,380
2014,gmc,savana 1500 cargo awd,van - cargo,5.3,8,a4,e,23.7,18.8,21.5,13,344
2014,gmc,savana 1500 cargo conv,van - cargo,5.3,8,a4,x,18.6,13.9,16.5,17,380
2014,gmc,savana 1500 cargo conv,van - cargo,5.3,8,a4,e,23.9,18.5,21.5,13,344
2014,gmc,savana 1500 cargo conv awd,van - cargo,5.3,8,a4,x,18.3,14.2,16.5,17,380
2014,gmc,savana 1500 cargo conv awd,van - cargo,5.3,8,a4,e,25.3,19.3,22.6,12,362
2014,gmc,savana 1500 passenger,van - passenger,5.3,8,a4,x,18.6,13.9,16.5,17,380
2014,gmc,savana 1500 passenger,van - passenger,5.3,8,a4,e,23.9,18.5,21.5,13,344
2014,gmc,savana 1500 passenger awd,van - passenger,5.3,8,a4,x,18.3,14.2,16.5,17,380
2014,gmc,savana 1500 passenger awd,van - passenger,5.3,8,a4,e,25.3,19.3,22.6,12,362
2014,gmc,savana 2500 passenger,van - passenger,4.8,8,a6,x,21.1,14.2,18.0,16,414
2014,gmc,savana 2500 passenger,van - passenger,6.0,8,a6,x,21.9,15.0,18.8,15,432
2014,gmc,savana 2500 passenger,van - passenger,6.0,8,a6,e,30.0,20.4,25.7,11,411
2014,gmc,savana 3500 passenger,van - passenger,4.8,8,a6,x,21.3,14.3,18.2,16,419
2014,gmc,savana 3500 passenger,van - passenger,6.0,8,a6,x,22.1,15.0,18.9,15,435
2014,gmc,savana 3500 passenger,van - passenger,6.0,8,a6,e,30.2,20.5,25.8,11,413
2014,gmc,sierra,pickup truck - standard,4.3,6,a6,x,13.4,9.9,11.8,24,271
2014,gmc,sierra,pickup truck - standard,4.3,6,a6,e,18.9,14.2,16.8,17,269
2014,gmc,sierra,pickup truck - standard,5.3,8,a6,x,14.6,10.3,12.7,22,292
2014,gmc,sierra,pickup truck - standard,5.3,8,a6,e,19.5,13.7,16.9,17,270
2014,gmc,sierra,pickup truck - standard,6.2,8,a6,z,16.3,11.4,14.1,20,324
2014,gmc,sierra 4wd,pickup truck - standard,4.3,6,a6,x,14.2,10.6,12.6,22,290
2014,gmc,sierra 4wd,pickup truck - standard,4.3,6,a6,e,20.0,15.1,17.8,16,285
2014,gmc,sierra 4wd,pickup truck - standard,5.3,8,a6,x,14.9,10.6,13.0,22,299
2014,gmc,sierra 4wd,pickup truck - standard,5.3,8,a6,e,19.9,14.2,17.3,16,277
2014,gmc,sierra 4wd,pickup truck - standard,6.2,8,a6,z,16.4,11.7,14.3,20,329
2014,gmc,terrain,suv - small,2.4,4,a6,x,10.5,7.3,9.1,31,209
2014,gmc,terrain,suv - small,3.6,6,a6,x,13.9,9.6,12.0,24,276
2014,gmc,terrain,suv - small,3.6,6,a6,e,18.8,13.1,16.2,17,259
2014,gmc,terrain awd,suv - small,2.4,4,a6,x,11.5,8.2,10.0,28,230
2014,gmc,terrain awd,suv - small,3.6,6,a6,x,14.8,9.9,12.6,22,290
2014,gmc,terrain awd,suv - small,3.6,6,a6,e,19.8,13.6,17.0,17,272
2014,gmc,yukon,suv - standard,5.3,8,a6,x,16.0,11.1,13.8,20,317
2014,gmc,yukon,suv - standard,5.3,8,a6,e,21.5,14.6,18.4,15,294
2014,gmc,yukon 4wd,suv - standard,5.3,8,a6,x,16.0,11.1,13.8,20,317
2014,gmc,yukon 4wd,suv - standard,5.3,8,a6,e,21.5,14.6,18.4,15,294
2014,gmc,yukon denali awd,suv - standard,6.2,8,a6,z,17.0,11.8,14.7,19,338
2014,gmc,yukon denali awd,suv - standard,6.2,8,a6,e,23.3,16.1,20.1,14,322
2014,gmc,yukon denali xl awd,suv - standard,6.2,8,a6,z,18.8,13.4,16.4,17,377
2014,gmc,yukon denali xl awd,suv - standard,6.2,8,a6,e,25.7,17.8,22.1,13,354
2014,gmc,yukon xl,suv - standard,5.3,8,a6,x,16.0,11.1,13.8,20,317
2014,gmc,yukon xl,suv - standard,5.3,8,a6,e,21.5,14.6,18.4,15,294
2014,gmc,yukon xl 4wd,suv - standard,5.3,8,a6,x,16.0,11.1,13.8,20,317
2014,gmc,yukon xl 4wd,suv - standard,5.3,8,a6,e,21.5,14.6,18.4,15,294
2014,honda,accord,mid-size,2.4,4,av,x,9.0,6.6,7.9,36,182
2014,honda,accord,mid-size,2.4,4,av7,x,9.1,6.9,8.1,35,186
2014,honda,accord,mid-size,2.4,4,m6,x,10.1,6.9,8.7,32,200
2014,honda,accord,mid-size,3.5,6,a6,x,11.0,6.8,9.1,31,209
2014,honda,accord,mid-size,3.5,6,as6,x,11.4,7.3,9.6,29,221
2014,honda,accord,mid-size,3.5,6,m6,x,13.0,8.4,10.9,26,251
2014,honda,accord hybrid,mid-size,2.0,4,av,x,4.7,4.9,4.8,59,110
2014,honda,civic,compact,1.8,4,av,x,7.9,6.0,7.0,40,161
2014,honda,civic,compact,1.8,4,av7,x,8.1,6.2,7.2,39,166
2014,honda,civic,compact,1.8,4,m5,x,8.5,6.6,7.6,37,175
2014,honda,crosstour awd,suv - small,3.5,6,a6,x,12.5,8.5,10.7,26,246
2014,honda,cr-v,suv - small,2.4,4,a5,x,10.3,7.6,9.1,31,209
2014,honda,cr-v awd,suv - small,2.4,4,a5,x,10.6,7.9,9.4,30,216
2014,honda,cr-z,two-seater,1.5,4,av7,x,6.6,6.0,6.3,45,145
2014,honda,cr-z,two-seater,1.5,4,m6,x,7.6,6.1,6.9,41,159
2014,honda,fit,station wagon - small,1.5,4,a5,x,8.3,6.5,7.5,38,172
2014,honda,fit,station wagon - small,1.5,4,m5,x,8.3,6.9,7.7,37,177
2014,honda,odyssey,minivan,3.5,6,a6,x,12.3,8.5,10.6,27,244
2014,honda,pilot,suv - small,3.5,6,a5,x,13.3,9.3,11.5,25,265
2014,honda,pilot awd,suv - small,3.5,6,a5,x,13.9,9.7,12.0,24,276
2014,honda,ridgeline awd,pickup truck - standard,3.5,6,a5,x,15.2,11.3,13.4,21,308
2014,hyundai,accent,compact,1.6,4,a6,x,8.8,6.3,7.7,37,177
2014,hyundai,accent,compact,1.6,4,m6,x,8.7,6.4,7.7,37,177
2014,hyundai,elantra gt,mid-size,2.0,4,a6,x,9.8,7.2,8.6,33,198
2014,hyundai,elantra gt,mid-size,2.0,4,m6,x,9.8,7.0,8.5,33,196
2014,hyundai,equus,full-size,5.0,8,a8,z,15.7,10.2,13.2,21,304
2014,hyundai,genesis,full-size,3.8,6,a8,x,13.0,8.7,11.1,25,255
2014,hyundai,santa fe,suv - small,3.3,6,a6,x,13.0,9.1,11.2,25,258
2014,hyundai,santa fe 4wd,suv - small,3.3,6,a6,x,13.3,9.5,11.6,24,267
2014,hyundai,santa fe sport,suv - small,2.4,4,a6,x,11.6,8.7,10.3,27,237
2014,hyundai,santa fe sport 4wd,suv - small,2.0,4,a6,x,12.9,9.7,11.5,25,264
2014,hyundai,santa fe sport 4wd,suv - small,2.4,4,a6,x,12.5,9.4,11.1,25,255
2014,hyundai,sonata,full-size,2.0,4,a6,x,11.4,7.5,9.6,29,221
2014,hyundai,sonata,full-size,2.4,4,a6,x,9.8,7.0,8.5,33,196
2014,hyundai,sonata hybrid,mid-size,2.4,4,as6,x,6.5,5.9,6.2,46,143
2014,hyundai,sonata hybrid limited,mid-size,2.4,4,as6,x,6.6,5.9,6.3,45,145
2014,hyundai,tucson,suv - small,2.0,4,a6,x,10.2,8.2,9.3,30,214
2014,hyundai,tucson,suv - small,2.0,4,m6,x,11.4,8.6,10.1,28,232
2014,hyundai,tucson,suv - small,2.4,4,a6,x,11.3,8.3,10.0,28,230
2014,hyundai,tucson 4wd,suv - small,2.0,4,a6,x,11.4,9.3,10.5,27,242
2014,hyundai,tucson 4wd,suv - small,2.4,4,a6,x,11.6,9.3,10.6,27,244
2014,hyundai,veloster,compact,1.6,4,am6,x,8.6,6.6,7.7,37,177
2014,hyundai,veloster,compact,1.6,4,m6,x,9.1,6.7,8.0,35,184
2014,hyundai,veloster turbo,compact,1.6,4,a6,x,9.9,7.5,8.8,32,202
2014,hyundai,veloster turbo,compact,1.6,4,m6,x,9.7,7.1,8.5,33,196
2014,infiniti,q50,mid-size,3.7,6,as7,z,12.0,8.0,10.2,28,235
2014,infiniti,q50 awd,mid-size,3.7,6,as7,z,12.6,8.7,10.8,26,248
2014,infiniti,q50 hybrid,compact,3.5,6,as7,z,8.2,6.7,7.5,38,172
2014,infiniti,q50 hybrid awd,compact,3.5,6,as7,z,8.7,7.5,8.2,34,189
2014,infiniti,q60 awd coupe,subcompact,3.7,6,as7,z,13.3,9.4,11.5,25,265
2014,infiniti,q60 convertible,subcompact,3.7,6,as7,z,13.6,9.3,11.7,24,269
2014,infiniti,q60 convertible,subcompact,3.7,6,m6,z,14.3,9.8,12.3,23,283
2014,infiniti,q60 coupe,subcompact,3.7,6,as7,z,12.9,8.9,11.1,25,255
2014,infiniti,q60 coupe,subcompact,3.7,6,m6,z,13.5,9.3,11.6,24,267
2014,infiniti,q70,mid-size,3.7,6,as7,z,12.8,8.9,11.0,26,253
2014,infiniti,q70,mid-size,5.6,8,as7,z,14.5,9.5,12.3,23,283
2014,infiniti,q70 awd,mid-size,3.7,6,as7,z,13.2,9.6,11.6,24,267
2014,infiniti,q70 awd,mid-size,5.6,8,as7,z,15.0,10.2,12.8,22,294
2014,infiniti,q70 hybrid,mid-size,3.5,6,as7,z,8.0,7.0,7.6,37,175
2014,infiniti,qx50 awd,station wagon - small,3.7,6,as7,z,13.6,9.6,11.8,24,271
